Country,Date,Policy_rate,Annual_change_in_CPI
"Latvia","2020-11-01",-0.5,-0.73
"Latvia","2020-12-01",-0.5,-0.46
"Latvia","2021-01-01",-0.5,-0.46
"Latvia","2021-02-01",-0.5,-0.18
"Latvia","2021-03-01",-0.5,0.27
"Latvia","2021-04-01",-0.5,1.74
"Latvia","2021-05-01",-0.5,2.58
"Latvia","2021-06-01",-0.5,2.75
"Latvia","2021-07-01",-0.5,2.84
"Latvia","2021-08-01",-0.5,3.78
"Latvia","2021-09-01",-0.5,4.78
"Latvia","2021-10-01",-0.5,6.08
"Latvia","2021-11-01",-0.5,7.48
"Latvia","2021-12-01",-0.5,7.85
"Latvia","2022-01-01",-0.5,7.45
"Latvia","2022-02-01",-0.5,8.7
"Latvia","2022-03-01",-0.5,11.55
"Latvia","2022-04-01",-0.5,12.97
"Latvia","2022-05-01",-0.5,16.86
"Latvia","2022-06-01",-0.5,19.3
"Latvia","2022-07-01",-0.5,21.46
"Latvia","2022-08-01",0,21.56
"Latvia","2022-09-01",0,22.12
"Latvia","2022-10-01",0.75,21.7
"Latvia","2022-11-01",1.5,21.82
"Latvia","2022-12-01",1.5,20.89
"Latvia","2023-01-01",2,21.49
"Latvia","2023-02-01",2.5,20.3
"Latvia","2023-03-01",2.5,17.2
"Latvia","2023-04-01",3,15.07
"Latvia","2023-05-01",3.25,12.13
"Latvia","2023-06-01",3.25,7.94
"Latvia","2023-07-01",3.5,6.45
"Latvia","2023-08-01",3.75,5.33
"Latvia","2023-09-01",3.75,3.38
"Latvia","2023-10-01",4,2.14
"Latvia","2023-11-01",4,0.99
"Latvia","2023-12-01",4,0.64
"Latvia","2024-01-01",4,0.99
"Latvia","2024-02-01",4,0.42
"Latvia","2024-03-01",4,0.9
"Latvia","2024-04-01",4,1.11
"Latvia","2024-05-01",4,0.07
"Latvia","2024-06-01",3.75,1.39
"Latvia","2024-07-01",3.75,0.69
"Latvia","2024-08-01",3.75,0.76
"Latvia","2024-09-01",3.5,""
"Lithuania","2020-02-01",-0.5,2.79
"Lithuania","2020-03-01",-0.5,1.75
"Lithuania","2020-04-01",-0.5,1.02
"Lithuania","2020-05-01",-0.5,0.3
"Lithuania","2020-06-01",-0.5,1.01
"Lithuania","2020-07-01",-0.5,1.05
"Lithuania","2020-08-01",-0.5,1.26
"Lithuania","2020-09-01",-0.5,0.74
"Lithuania","2020-10-01",-0.5,0.73
"Lithuania","2020-11-01",-0.5,0.6
"Lithuania","2020-12-01",-0.5,0.24
"Lithuania","2021-01-01",-0.5,0.3
"Lithuania","2021-02-01",-0.5,0.57
"Lithuania","2021-03-01",-0.5,1.64
"Lithuania","2021-04-01",-0.5,2.5
"Lithuania","2021-05-01",-0.5,3.58
"Lithuania","2021-06-01",-0.5,3.63
"Lithuania","2021-07-01",-0.5,4.65
"Lithuania","2021-08-01",-0.5,5.27
"Lithuania","2021-09-01",-0.5,6.32
"Lithuania","2021-10-01",-0.5,8.01
"Lithuania","2021-11-01",-0.5,9.19
"Lithuania","2021-12-01",-0.5,10.56
"Lithuania","2022-01-01",-0.5,12.41
"Lithuania","2022-02-01",-0.5,14.19
"Lithuania","2022-03-01",-0.5,15.72
"Lithuania","2022-04-01",-0.5,16.84
"Lithuania","2022-05-01",-0.5,18.9
"Lithuania","2022-06-01",-0.5,20.98
"Lithuania","2022-07-01",-0.5,21.62
"Lithuania","2022-08-01",0,22.36
"Lithuania","2022-09-01",0,24.12
"Lithuania","2022-10-01",0.75,23.56
"Lithuania","2022-11-01",1.5,22.89
"Lithuania","2022-12-01",1.5,21.74
"Lithuania","2023-01-01",2,20.02
"Lithuania","2023-02-01",2.5,18.74
"Lithuania","2023-03-01",2.5,16.61
"Lithuania","2023-04-01",3,14.49
"Lithuania","2023-05-01",3.25,11.68
"Lithuania","2023-06-01",3.25,9.04
"Lithuania","2023-07-01",3.5,7.45
"Lithuania","2023-08-01",3.75,6.17
"Lithuania","2023-09-01",3.75,3.71
"Lithuania","2023-10-01",4,2.81
"Lithuania","2023-11-01",4,1.99
"Lithuania","2023-12-01",4,1.21
"Lithuania","2024-01-01",4,0.74
"Lithuania","2024-02-01",4,0.74
"Lithuania","2024-03-01",4,0.03
"Lithuania","2024-04-01",4,0.07
"Lithuania","2024-05-01",4,0.54
"Lithuania","2024-06-01",3.75,0.73
"Lithuania","2024-07-01",3.75,0.9
"Lithuania","2024-08-01",3.75,0.66
"Lithuania","2024-09-01",3.5,""
"Luxembourg","2020-02-01",-0.5,1.68
"Luxembourg","2020-03-01",-0.5,0.86
"Luxembourg","2020-04-01",-0.5,0.62
"Luxembourg","2020-05-01",-0.5,0.19
"Luxembourg","2020-06-01",-0.5,0.75
"Luxembourg","2020-07-01",-0.5,0.94
"Luxembourg","2020-08-01",-0.5,0.59
"Luxembourg","2020-09-01",-0.5,0.68
"Luxembourg","2020-10-01",-0.5,0.66
"Luxembourg","2020-11-01",-0.5,0.42
"Luxembourg","2020-12-01",-0.5,0.56
"Luxembourg","2021-01-01",-0.5,1.88
"Luxembourg","2021-02-01",-0.5,-0.08
"Luxembourg","2021-03-01",-0.5,1.98
"Luxembourg","2021-04-01",-0.5,2.09
"Luxembourg","2021-05-01",-0.5,2.53
"Luxembourg","2021-06-01",-0.5,2.2
"Luxembourg","2021-07-01",-0.5,2.31
"Luxembourg","2021-08-01",-0.5,2.46
"Luxembourg","2021-09-01",-0.5,2.67
"Luxembourg","2021-10-01",-0.5,3.62
"Luxembourg","2021-11-01",-0.5,4.52
"Luxembourg","2021-12-01",-0.5,4.14
"Luxembourg","2022-01-01",-0.5,3.58
"Luxembourg","2022-02-01",-0.5,6.56
"Luxembourg","2022-03-01",-0.5,6.14
"Luxembourg","2022-04-01",-0.5,6.96
"Luxembourg","2022-05-01",-0.5,6.79
"Luxembourg","2022-06-01",-0.5,7.43
"Luxembourg","2022-07-01",-0.5,6.76
"Luxembourg","2022-08-01",0,6.76
"Luxembourg","2022-09-01",0,6.88
"Luxembourg","2022-10-01",0.75,6.85
"Luxembourg","2022-11-01",1.5,5.94
"Luxembourg","2022-12-01",1.5,5.37
"Luxembourg","2023-01-01",2,4.83
"Luxembourg","2023-02-01",2.5,4.31
"Luxembourg","2023-03-01",2.5,3.6
"Luxembourg","2023-04-01",3,3.69
"Luxembourg","2023-05-01",3.25,3.62
"Luxembourg","2023-06-01",3.25,3.18
"Luxembourg","2023-07-01",3.5,3.75
"Luxembourg","2023-08-01",3.75,4.24
"Luxembourg","2023-09-01",3.75,4.05
"Luxembourg","2023-10-01",4,3.16
"Luxembourg","2023-11-01",4,3.03
"Luxembourg","2023-12-01",4,3.51
"Luxembourg","2024-01-01",4,3.45
"Luxembourg","2024-02-01",4,3.2
"Luxembourg","2024-03-01",4,3.09
"Luxembourg","2024-04-01",4,2.4
"Luxembourg","2024-05-01",4,2.59
"Luxembourg","2024-06-01",3.75,2.21
"Luxembourg","2024-07-01",3.75,1.98
"Luxembourg","2024-08-01",3.75,1.73
"Luxembourg","2024-09-01",3.5,""
"Macau","2020-02-01",2,2.32661
"Macau","2020-03-01",1.65,2.471138
"Macau","2020-04-01",1.11,2.053847
"Macau","2020-05-01",0.62,1.670466
"Macau","2020-06-01",0.5,0.935281
"Macau","2020-07-01",0.5,0.273982
"Macau","2020-08-01",0.5,0.033786
"Macau","2020-09-01",0.5,-0.400787
"Macau","2020-10-01",0.5,-0.749568
"Macau","2020-11-01",0.5,-0.875557
"Macau","2020-12-01",0.5,-0.865152
"Macau","2021-01-01",0.5,-1.181913
"Macau","2021-02-01",0.5,-0.952943
"Macau","2021-03-01",0.5,-0.9737
"Macau","2021-04-01",0.5,-0.642319
"Macau","2021-05-01",0.5,-0.505162
"Macau","2021-06-01",0.5,-0.083832
"Macau","2021-07-01",0.5,0.381157
"Macau","2021-08-01",0.5,0.395148
"Macau","2021-09-01",0.5,0.829492
"Macau","2021-10-01",0.5,0.914853
"Macau","2021-11-01",0.5,1.208127
"Macau","2021-12-01",0.5,1.000834
"Macau","2022-01-01",0.5,0.991165
"Macau","2022-02-01",0.5,0.807946
"Macau","2022-03-01",0.5,1.074794
"Macau","2022-04-01",0.5,1.057659
"Macau","2022-05-01",1.25,1.099969
"Macau","2022-06-01",2,1.321915
"Macau","2022-07-01",2.75,1.380436
"Macau","2022-08-01",2.75,1.128808
"Macau","2022-09-01",3.5,1.123103
"Macau","2022-10-01",3.5,1.015301
"Macau","2022-11-01",4.25,0.761914
"Macau","2022-12-01",4.75,0.765584
"Macau","2023-01-01",4.75,0.765481
"Macau","2023-02-01",5,0.769041
"Macau","2023-03-01",5.25,0.860235
"Macau","2023-04-01",5.25,0.847277
"Macau","2023-05-01",5.5,0.900506
"Macau","2023-06-01",5.5,0.801314
"Macau","2023-07-01",5.75,0.777383
"Macau","2023-08-01","",0.989116
"Macau","2023-09-01","",0.856916
"Macau","2023-10-01","",1.098679
"Macau","2023-11-01","",1.162519
"Macau","2023-12-01","",1.420985
"Macau","2024-01-01","",1.007413
"Macau","2024-02-01","",1.46205
"Macau","2024-03-01","",1.093811
"Macau","2024-04-01","",0.9204
"Macau","2024-05-01","",0.767634
"Macau","2024-06-01","",0.642546
"Macau","2024-07-01","",0.822336
"Madagascar","2020-02-01",5.3,3.82
"Madagascar","2020-03-01",5.3,4.22
"Madagascar","2020-04-01",5.3,4.53
"Madagascar","2020-05-01",5.3,4.28
"Madagascar","2020-06-01",5.3,3.93
"Madagascar","2020-07-01",5.3,4.01
"Madagascar","2020-08-01",5.3,3.99
"Madagascar","2020-09-01",5.3,4.31
"Madagascar","2020-10-01",5.3,4.38
"Madagascar","2020-11-01",5.3,4.44
"Madagascar","2020-12-01",5.3,4.58
"Madagascar","2021-01-01",5.3,5.03
"Madagascar","2021-02-01",5.3,5.01
"Madagascar","2021-03-01",5.3,5.14
"Madagascar","2021-04-01",5.3,5.42
"Madagascar","2021-05-01",6.16,5.8
"Madagascar","2021-06-01",6.16,6.02
"Madagascar","2021-07-01",6.16,6.24
"Madagascar","2021-08-01",7.2,6.37
"Madagascar","2021-09-01",7.2,6.27
"Madagascar","2021-10-01",7.2,6.1
"Madagascar","2021-11-01",7.2,6.16
"Madagascar","2021-12-01",7.2,6.11
"Madagascar","2022-01-01",7.2,5.99
"Madagascar","2022-02-01",7.2,6.34
"Madagascar","2022-03-01",7.2,6.22
"Madagascar","2022-04-01",7.2,6.17
"Madagascar","2022-05-01",8,6.44
"Madagascar","2022-06-01",8,6.91
"Madagascar","2022-07-01",8,8.41
"Madagascar","2022-08-01",8.9,9.31
"Madagascar","2022-09-01",8.9,9.71
"Madagascar","2022-10-01",10.1,10.42
"Madagascar","2022-11-01",10.1,10.81
"Madagascar","2022-12-01",10.1,10.88
"Madagascar","2023-01-01",10.1,19.35
"Madagascar","2023-02-01",10.1,19.85
"Madagascar","2023-03-01",10.1,20.56
"Madagascar","2023-04-01",10.1,20.35
"Madagascar","2023-05-01",10.1,20
"Madagascar","2023-06-01",10.1,19.26
"Madagascar","2023-07-01",10.1,9.5
"Madagascar","2023-08-01",11,8.52
"Madagascar","2023-09-01",11,8.2
"Madagascar","2023-10-01",11,7.61
"Madagascar","2023-11-01",11,7.17
"Madagascar","2023-12-01",11,7.44
"Madagascar","2024-01-01",11,0
"Madagascar","2024-02-01",11,0
"Madagascar","2024-03-01",11,0
"Madagascar","2024-04-01",11,0
"Madagascar","2024-05-01",11,0
"Madagascar","2024-06-01",11,0
"Madagascar","2024-07-01",11,""
"Madagascar","2024-08-01",11.5,""
"Malawi","2020-02-01",13.5,10.99
"Malawi","2020-03-01",13.5,9.75
"Malawi","2020-04-01",13.5,9.41
"Malawi","2020-05-01",13.5,8.68
"Malawi","2020-06-01",13.5,8.51
"Malawi","2020-07-01",13.5,7.97
"Malawi","2020-08-01",13.5,7.57
"Malawi","2020-09-01",13.5,7.14
"Malawi","2020-10-01",13.5,7.49
"Malawi","2020-11-01",12,7.26
"Malawi","2020-12-01",12,7.64
"Malawi","2021-01-01",12,7.68
"Malawi","2021-02-01",12,8.33
"Malawi","2021-03-01",12,10.17
"Malawi","2021-04-01",12,9.19
"Malawi","2021-05-01",12,8.92
"Malawi","2021-06-01",12,9.05
"Malawi","2021-07-01",12,8.68
"Malawi","2021-08-01",12,8.39
"Malawi","2021-09-01",12,8.94
"Malawi","2021-10-01",12,9.78
"Malawi","2021-11-01",12,11.13
"Malawi","2021-12-01",12,11.53
"Malawi","2022-01-01",12,12.06
"Malawi","2022-02-01",12,12.96
"Malawi","2022-03-01",12,14.09
"Malawi","2022-04-01",12,15.71
"Malawi","2022-05-01",14,19.07
"Malawi","2022-06-01",14,23.53
"Malawi","2022-07-01",14,24.61
"Malawi","2022-08-01",14,25.49
"Malawi","2022-09-01",14,25.86
"Malawi","2022-10-01",18,26.72
"Malawi","2022-11-01",18,25.83
"Malawi","2022-12-01",18,25.43
"Malawi","2023-01-01",18,25.89
"Malawi","2023-02-01",18,26.69
"Malawi","2023-03-01",18,26.98
"Malawi","2023-04-01",22,28.79
"Malawi","2023-05-01",22,29.24
"Malawi","2023-06-01",22,27.29
"Malawi","2023-07-01",24,28.37
"Malawi","2023-08-01",24,28.56
"Malawi","2023-09-01",24,27.77
"Malawi","2023-10-01",24,26.93
"Malawi","2023-11-01",24,33.13
"Malawi","2023-12-01",24,34.48
"Malawi","2024-01-01",24,35
"Malawi","2024-02-01",26,33.47
"Malawi","2024-03-01",26,31.81
"Malawi","2024-04-01",26,32.33
"Malawi","2024-05-01",26,32.71
"Malawi","2024-06-01",26,33.29
"Malawi","2024-07-01",26,33.66
"Malaysia","2020-02-01",2.75,1.32
"Malaysia","2020-03-01",2.5,-0.17
"Malaysia","2020-04-01",2.5,-2.89
"Malaysia","2020-05-01",2,-2.88
"Malaysia","2020-06-01",2,-1.89
"Malaysia","2020-07-01",1.75,-1.32
"Malaysia","2020-08-01",1.75,-1.4
"Malaysia","2020-09-01",1.75,-1.4
"Malaysia","2020-10-01",1.75,-1.48
"Malaysia","2020-11-01",1.75,-1.72
"Malaysia","2020-12-01",1.75,-1.39
"Malaysia","2021-01-01",1.75,-0.25
"Malaysia","2021-02-01",1.75,0.08
"Malaysia","2021-03-01",1.75,1.65
"Malaysia","2021-04-01",1.75,4.68
"Malaysia","2021-05-01",1.75,4.41
"Malaysia","2021-06-01",1.75,3.44
"Malaysia","2021-07-01",1.75,2.17
"Malaysia","2021-08-01",1.75,2
"Malaysia","2021-09-01",1.75,2.25
"Malaysia","2021-10-01",1.75,2.91
"Malaysia","2021-11-01",1.75,3.33
"Malaysia","2021-12-01",1.75,3.23
"Malaysia","2022-01-01",1.75,2.29
"Malaysia","2022-02-01",1.75,2.2
"Malaysia","2022-03-01",1.75,2.2
"Malaysia","2022-04-01",1.75,2.27
"Malaysia","2022-05-01",2,2.84
"Malaysia","2022-06-01",2,3.41
"Malaysia","2022-07-01",2.25,4.41
"Malaysia","2022-08-01",2.25,4.65
"Malaysia","2022-09-01",2.5,4.48
"Malaysia","2022-10-01",2.5,3.96
"Malaysia","2022-11-01",2.75,4.03
"Malaysia","2022-12-01",2.75,3.78
"Malaysia","2023-01-01",2.75,3.68
"Malaysia","2023-02-01",2.75,3.67
"Malaysia","2023-03-01",2.75,3.42
"Malaysia","2023-04-01",2.75,3.26
"Malaysia","2023-05-01",3,2.84
"Malaysia","2023-06-01",3,2.35
"Malaysia","2023-07-01",3,2.03
"Malaysia","2023-08-01",3,1.95
"Malaysia","2023-09-01",3,1.95
"Malaysia","2023-10-01",3,1.79
"Malaysia","2023-11-01",3,1.47
"Malaysia","2023-12-01",3,1.55
"Malaysia","2024-01-01",3,1.47
"Malaysia","2024-02-01",3,1.77
"Malaysia","2024-03-01",3,1.77
"Malaysia","2024-04-01",3,1.85
"Malaysia","2024-05-01",3,2
"Malaysia","2024-06-01",3,1.99
"Malaysia","2024-07-01",3,1.99
"Malaysia","2024-08-01",3,""
"Malaysia","2024-09-01",3,""
"Malta","2020-02-01",-0.5,1.03
"Malta","2020-03-01",-0.5,1.11
"Malta","2020-04-01",-0.5,0.83
"Malta","2020-05-01",-0.5,0.66
"Malta","2020-06-01",-0.5,0.72
"Malta","2020-07-01",-0.5,0.62
"Malta","2020-08-01",-0.5,0.42
"Malta","2020-09-01",-0.5,0.18
"Malta","2020-10-01",-0.5,0.35
"Malta","2020-11-01",-0.5,0.27
"Malta","2020-12-01",-0.5,0.18
"Malta","2021-01-01",-0.5,-0.11
"Malta","2021-02-01",-0.5,0.19
"Malta","2021-03-01",-0.5,0.4
"Malta","2021-04-01",-0.5,0.87
"Malta","2021-05-01",-0.5,1.27
"Malta","2021-06-01",-0.5,1.47
"Malta","2021-07-01",-0.5,1.81
"Malta","2021-08-01",-0.5,2.08
"Malta","2021-09-01",-0.5,2.25
"Malta","2021-10-01",-0.5,2.31
"Malta","2021-11-01",-0.5,2.38
"Malta","2021-12-01",-0.5,2.59
"Malta","2022-01-01",-0.5,3.88
"Malta","2022-02-01",-0.5,4.22
"Malta","2022-03-01",-0.5,4.43
"Malta","2022-04-01",-0.5,5.67
"Malta","2022-05-01",-0.5,6.02
"Malta","2022-06-01",-0.5,6.21
"Malta","2022-07-01",-0.5,6.82
"Malta","2022-08-01",0,6.98
"Malta","2022-09-01",0,7.52
"Malta","2022-10-01",0.75,7.47
"Malta","2022-11-01",1.5,7.12
"Malta","2022-12-01",1.5,7.35
"Malta","2023-01-01",2,6.94
"Malta","2023-02-01",2.5,7.11
"Malta","2023-03-01",2.5,6.95
"Malta","2023-04-01",3,5.78
"Malta","2023-05-01",3.25,5.7
"Malta","2023-06-01",3.25,5.38
"Malta","2023-07-01",3.5,4.67
"Malta","2023-08-01",3.75,4.01
"Malta","2023-09-01",3.75,4.05
"Malta","2023-10-01",4,3.69
"Malta","2023-11-01",4,3.6
"Malta","2023-12-01",4,3.59
"Malta","2024-01-01",4,3.23
"Malta","2024-02-01",4,2.27
"Malta","2024-03-01",4,1.89
"Malta","2024-04-01",4,1.59
"Malta","2024-05-01",4,1.48
"Malta","2024-06-01",3.75,1.35
"Malta","2024-07-01",3.75,1.42
"Malta","2024-08-01",3.75,""
"Malta","2024-09-01",3.5,""
"Mauritius","2020-02-01",3.35,2.152692119
"Mauritius","2020-03-01",2.85,2.911775402
"Mauritius","2020-04-01",1.85,4.209824989
"Mauritius","2020-05-01",1.85,2.761463131
"Mauritius","2020-06-01",1.85,1.706658997
"Mauritius","2020-07-01",1.85,1.425105818
"Mauritius","2020-08-01",1.85,1.591489821
"Mauritius","2020-09-01",1.85,2.60656787
"Mauritius","2020-10-01",1.85,3.249746194
"Mauritius","2020-11-01",1.85,3.123283036
"Mauritius","2020-12-01",1.85,2.712721803
"Mauritius","2021-01-01",1.85,1.091929458
"Mauritius","2021-02-01",1.85,1.180831084
"Mauritius","2021-03-01",1.85,1.055887523
"Mauritius","2021-04-01",1.85,0.199007983
"Mauritius","2021-05-01",1.85,2.335749876
"Mauritius","2021-06-01",1.85,5.938067194
"Mauritius","2021-07-01",1.85,6.514142652
"Mauritius","2021-08-01",1.85,5.940732396
"Mauritius","2021-09-01",1.85,5.441120544
"Mauritius","2021-10-01",1.85,5.79352059
"Mauritius","2021-11-01",1.85,6.404873779
"Mauritius","2021-12-01",1.85,6.724838712
"Mauritius","2022-01-01",1.85,7.386135601
"Mauritius","2022-02-01",1.85,9.059821326
"Mauritius","2022-03-01",2,10.681495704
"Mauritius","2022-04-01",2,10.992954659
"Mauritius","2022-05-01",2,10.825529385
"Mauritius","2022-06-01",2.25,9.582047337
"Mauritius","2022-07-01",2.25,11.027473712
"Mauritius","2022-08-01",2.25,11.490171086
"Mauritius","2022-09-01",3,11.915450839
"Mauritius","2022-10-01",3,11.94466965
"Mauritius","2022-11-01",4,12.126728556
"Mauritius","2022-12-01",4.5,12.1937525
"Mauritius","2023-01-01",4.5,11.780968062
"Mauritius","2023-02-01",4.5,10.951938704
"Mauritius","2023-03-01",4.5,9.145588067
"Mauritius","2023-04-01",4.5,8.25387651
"Mauritius","2023-05-01",4.5,7.860481774
"Mauritius","2023-06-01",4.5,7.858340482
"Mauritius","2023-07-01",4.5,5.893767702
"Mauritius","2023-08-01",4.5,5.90425712
"Mauritius","2023-09-01",4.5,5.248273329
"Mauritius","2023-10-01",4.5,4.635957346
"Mauritius","2023-11-01",4.5,4.017872025
"Mauritius","2023-12-01",4.5,3.854714898
"Mauritius","2024-01-01",4.5,5.214898908
"Mauritius","2024-02-01",4.5,6.214731371
"Mauritius","2024-03-01",4.5,4.91138413
"Mauritius","2024-04-01",4.5,3.390951996
"Mauritius","2024-05-01",4.5,2.882063051
"Mauritius","2024-06-01",4.5,2.246813672
"Mauritius","2024-07-01",4.5,2.699040283
"Mauritius","2024-08-01","",2.721342885
"Mexico","2020-02-01",7,3.6962
"Mexico","2020-03-01",6.5,3.2491
"Mexico","2020-04-01",6,2.1481
"Mexico","2020-05-01",5.5,2.8373
"Mexico","2020-06-01",5,3.334
"Mexico","2020-07-01",5,3.6234
"Mexico","2020-08-01",4.5,4.0484
"Mexico","2020-09-01",4.25,4.0138
"Mexico","2020-10-01",4.25,4.087
"Mexico","2020-11-01",4.25,3.3319
"Mexico","2020-12-01",4.25,3.1501
"Mexico","2021-01-01",4.25,3.5351
"Mexico","2021-02-01",4,3.759
"Mexico","2021-03-01",4,4.6669
"Mexico","2021-04-01",4,6.0848
"Mexico","2021-05-01",4,5.8938
"Mexico","2021-06-01",4.25,5.8786
"Mexico","2021-07-01",4.25,5.8058
"Mexico","2021-08-01",4.5,5.5921
"Mexico","2021-09-01",4.5,6.0001
"Mexico","2021-10-01",4.75,6.2395
"Mexico","2021-11-01",5,7.3749
"Mexico","2021-12-01",5.5,7.3551
"Mexico","2022-01-01",5.5,7.0701
"Mexico","2022-02-01",6,7.28
"Mexico","2022-03-01",6.5,7.4537
"Mexico","2022-04-01",6.5,7.6825
"Mexico","2022-05-01",7,7.6526
"Mexico","2022-06-01",7.75,7.9863
"Mexico","2022-07-01",7.75,8.1508
"Mexico","2022-08-01",8.5,8.6954
"Mexico","2022-09-01",9.25,8.6997
"Mexico","2022-10-01",9.25,8.4068
"Mexico","2022-11-01",10,7.7966
"Mexico","2022-12-01",10.5,7.817
"Mexico","2023-01-01",10.5,7.91
"Mexico","2023-02-01",11,7.6189
"Mexico","2023-03-01",11.25,6.8493
"Mexico","2023-04-01",11.25,6.2528
"Mexico","2023-05-01",11.25,5.8353
"Mexico","2023-06-01",11.25,5.0556
"Mexico","2023-07-01",11.25,4.7858
"Mexico","2023-08-01",11.25,4.638
"Mexico","2023-09-01",11.25,4.4545
"Mexico","2023-10-01",11.25,4.257
"Mexico","2023-11-01",11.25,4.3239
"Mexico","2023-12-01",11.25,4.6609
"Mexico","2024-01-01",11.25,4.8839
"Mexico","2024-02-01",11.25,4.4008
"Mexico","2024-03-01",11,4.4209
"Mexico","2024-04-01",11,4.6532
"Mexico","2024-05-01",11,4.6868
"Mexico","2024-06-01",11,4.9761
"Mexico","2024-07-01",11,5.5662
"Mexico","2024-08-01",10.75,4.9929
"Morocco","2020-02-01",2.25,1.19
"Morocco","2020-03-01",2,1.59
"Morocco","2020-04-01",2,0.89
"Morocco","2020-05-01",2,-0.2
"Morocco","2020-06-01",1.5,-0.68
"Morocco","2020-07-01",1.5,-0.1
"Morocco","2020-08-01",1.5,0.88
"Morocco","2020-09-01",1.5,1.37
"Morocco","2020-10-01",1.5,1.27
"Morocco","2020-11-01",1.5,0.2
"Morocco","2020-12-01",1.5,-0.29
"Morocco","2021-01-01",1.5,0
"Morocco","2021-02-01",1.5,0.29
"Morocco","2021-03-01",1.5,0.1
"Morocco","2021-04-01",1.5,1.37
"Morocco","2021-05-01",1.5,1.86
"Morocco","2021-06-01",1.5,1.47
"Morocco","2021-07-01",1.5,2.17
"Morocco","2021-08-01",1.5,0.78
"Morocco","2021-09-01",1.5,1.16
"Morocco","2021-10-01",1.5,1.74
"Morocco","2021-11-01",1.5,2.63
"Morocco","2021-12-01",1.5,3.23
"Morocco","2022-01-01",1.5,3.13
"Morocco","2022-02-01",1.5,3.61
"Morocco","2022-03-01",1.5,5.26
"Morocco","2022-04-01",1.5,5.88
"Morocco","2022-05-01",1.5,5.86
"Morocco","2022-06-01",1.5,7.16
"Morocco","2022-07-01",1.5,7.71
"Morocco","2022-08-01",1.5,8
"Morocco","2022-09-01",2,8.33
"Morocco","2022-10-01",2,8.08
"Morocco","2022-11-01",2,8.35
"Morocco","2022-12-01",2.5,8.34
"Morocco","2023-01-01",2.5,8.91
"Morocco","2023-02-01",2.5,10.08
"Morocco","2023-03-01",3,8.24
"Morocco","2023-04-01",3,7.83
"Morocco","2023-05-01",3,7.08
"Morocco","2023-06-01",3,5.51
"Morocco","2023-07-01",3,4.92
"Morocco","2023-08-01",3,5
"Morocco","2023-09-01",3,4.86
"Morocco","2023-10-01",3,4.31
"Morocco","2023-11-01",3,3.59
"Morocco","2023-12-01",3,3.41
"Morocco","2024-01-01",3,2.26
"Morocco","2024-02-01",3,0.34
"Morocco","2024-03-01",3,0.94
"Morocco","2024-04-01",3,0.17
"Morocco","2024-05-01",3,0.42
"Morocco","2024-06-01",2.75,1.8
"Morocco","2024-07-01","",1.28
"Namibia","2020-02-01",6.25,2.45
"Namibia","2020-03-01",5.25,2.35
"Namibia","2020-04-01",4.25,1.64
"Namibia","2020-05-01",4.25,2.06
"Namibia","2020-06-01",4,2.14
"Namibia","2020-07-01",4,2.09
"Namibia","2020-08-01",3.75,2.42
"Namibia","2020-09-01",3.75,2.42
"Namibia","2020-10-01",3.75,2.28
"Namibia","2020-11-01",3.75,2.24
"Namibia","2020-12-01",3.75,2.36
"Namibia","2021-01-01",3.75,2.66
"Namibia","2021-02-01",3.75,2.73
"Namibia","2021-03-01",3.75,3.13
"Namibia","2021-04-01",3.75,3.86
"Namibia","2021-05-01",3.75,3.77
"Namibia","2021-06-01",3.75,4.06
"Namibia","2021-07-01",3.75,4.04
"Namibia","2021-08-01",3.75,3.45
"Namibia","2021-09-01",3.75,3.47
"Namibia","2021-10-01",3.75,3.61
"Namibia","2021-11-01",3.75,4.09
"Namibia","2021-12-01",3.75,4.49
"Namibia","2022-01-01",3.75,4.62
"Namibia","2022-02-01",4,4.46
"Namibia","2022-03-01",4,4.51
"Namibia","2022-04-01",4.25,5.6
"Namibia","2022-05-01",4.25,5.42
"Namibia","2022-06-01",4.75,5.99
"Namibia","2022-07-01",4.75,6.85
"Namibia","2022-08-01",5.5,7.32
"Namibia","2022-09-01",5.5,7.1
"Namibia","2022-10-01",6.25,7.07
"Namibia","2022-11-01",6.75,7.04
"Namibia","2022-12-01",6.75,6.9
"Namibia","2023-01-01",6.75,6.99
"Namibia","2023-02-01",7,7.18
"Namibia","2023-03-01",7,7.2
"Namibia","2023-04-01",7.25,6.12
"Namibia","2023-05-01",7.25,6.29
"Namibia","2023-06-01",7.75,5.28
"Namibia","2023-07-01",7.75,4.54
"Namibia","2023-08-01",7.75,4.69
"Namibia","2023-09-01",7.75,5.37
"Namibia","2023-10-01",7.75,6.03
"Namibia","2023-11-01",7.75,5.73
"Namibia","2023-12-01",7.75,5.31
"Namibia","2024-01-01",7.75,5.45
"Namibia","2024-02-01",7.75,5.05
"Namibia","2024-03-01",7.75,4.46
"Namibia","2024-04-01",7.75,4.8
"Namibia","2024-05-01",7.75,4.88
"Namibia","2024-06-01",7.75,4.64
"Namibia","2024-07-01",7.75,4.55
"Namibia","2024-08-01",7.5,4.42
"Netherlands","2020-02-01",-0.5,1.59
"Netherlands","2020-03-01",-0.5,1.4
"Netherlands","2020-04-01",-0.5,1.19
"Netherlands","2020-05-01",-0.5,1.17
"Netherlands","2020-06-01",-0.5,1.58
