"UKPRN","HE.provider","date","Open.ended.Permanent","Fixed.term","Total.academic.staff","Total","Total.European.Union","Total_nonuk","ratio_permanent","ratio_casual","prop_permanent","prop_casual","staffstudent_ratio","prop_non_uk","prop_eu","latest_prop_casual_2022"
10008574,"The University of Wales (central functions)","2015-2016",45,5,50,5,0,0,9,0.111111111111111,90,10,0.111111111111111,0,0,NA
10007163,"The University of Warwick","2015-2016",1365,1375,2740,24665,2145,8440,0.992727272727273,1.00732600732601,49.8175182481752,50.1824817518248,18.0695970695971,34,9,43.5126582278481
10007164,"University of the West of England, Bristol","2015-2016",1205,405,1610,27715,780,3585,2.97530864197531,0.336099585062241,74.8447204968944,25.1552795031056,23,13,3,28.0973451327434
10007800,"The University of the West of Scotland","2015-2016",545,40,585,15555,585,1360,13.625,0.073394495412844,93.1623931623932,6.83760683760684,28.5412844036697,9,4,12.2137404580153
10006566,"The University of West London","2015-2016",340,535,875,10410,710,1500,0.635514018691589,1.57352941176471,38.8571428571429,61.1428571428571,30.6176470588235,14,7,66.5492957746479
10007165,"The University of Westminster","2015-2016",950,725,1675,20195,2110,6190,1.31034482758621,0.763157894736842,56.7164179104478,43.2835820895522,21.2578947368421,31,10,7.73333333333333
10003614,"The University of Winchester","2015-2016",385,330,715,7540,95,500,1.16666666666667,0.857142857142857,53.8461538461538,46.1538461538462,19.5844155844156,7,1,42.0689655172414
10007166,"The University of Wolverhampton","2015-2016",780,50,830,19790,380,1590,15.6,0.0641025641025641,93.9759036144578,6.02409638554217,25.3717948717949,8,2,5.44554455445545
10007139,"University of Worcester","2015-2016",455,250,705,10455,400,580,1.82,0.549450549450549,64.5390070921986,35.4609929078014,22.978021978022,6,4,34.2857142857143
10007657,"Writtle University College","2015-2016",105,10,110,805,25,100,10.5,0.0952380952380952,95.4545454545455,9.09090909090909,7.66666666666667,12,3,8.69565217391304
10007713,"York St John University","2015-2016",310,20,330,5980,65,455,15.5,0.0645161290322581,93.9393939393939,6.06060606060606,19.2903225806452,8,1,10.7142857142857
10007167,"The University of York","2015-2016",1195,515,1710,17155,850,3410,2.32038834951456,0.430962343096234,69.8830409356725,30.1169590643275,14.3556485355649,20,5,28.7581699346405
NA,"Total","2015-2016",132430,69340,201770,NA,130150,443320,1.90986443611191,0.523597372196632,65.6341378797641,34.3658621202359,NA,NA,NA,33.1188817167529
10007783,"The University of Aberdeen","2016-2017",1435,20,1460,14150,2715,4420,71.75,0.0139372822299652,98.2876712328767,1.36986301369863,9.86062717770035,31,19,9.87654320987654
10007849,"Abertay University","2016-2017",185,35,220,3845,450,545,5.28571428571429,0.189189189189189,84.0909090909091,15.9090909090909,20.7837837837838,14,12,20
10007856,"Aberystwyth University","2016-2017",540,250,795,8455,760,1250,2.16,0.462962962962963,67.9245283018868,31.4465408805031,15.6574074074074,15,9,31.4285714285714
10000291,"Anglia Ruskin University","2016-2017",815,60,875,22245,875,2860,13.5833333333333,0.0736196319018405,93.1428571428571,6.85714285714286,27.2944785276074,13,4,7.60869565217391
10007759,"Aston University","2016-2017",455,275,730,13610,685,2430,1.65454545454545,0.604395604395604,62.3287671232877,37.6712328767123,29.9120879120879,18,5,24.7368421052632
10007857,"Bangor University","2016-2017",585,415,1000,11270,505,2385,1.40963855421687,0.709401709401709,58.5,41.5,19.2649572649573,21,4,45.1086956521739
10000571,"Bath Spa University","2016-2017",355,250,605,7980,245,780,1.42,0.704225352112676,58.6776859504132,41.3223140495868,22.4788732394366,10,3,35.2
10007850,"The University of Bath","2016-2017",840,525,1370,16910,1700,4945,1.6,0.625,61.3138686131387,38.3211678832117,20.1309523809524,29,10,37.3770491803279
10007152,"University of Bedfordshire","2016-2017",500,90,590,14000,940,2445,5.55555555555556,0.18,84.7457627118644,15.2542372881356,28,17,7,12.962962962963
10005343,"Queen's University Belfast","2016-2017",1065,600,1665,23850,940,3065,1.775,0.563380281690141,63.963963963964,36.036036036036,22.3943661971831,13,4,36.919315403423
10007760,"Birkbeck College","2016-2017",680,450,1125,12915,665,1355,1.51111111111111,0.661764705882353,60.4444444444444,40,18.9926470588235,10,5,41.8269230769231
10007140,"Birmingham City University","2016-2017",1765,105,1875,24130,685,2980,16.8095238095238,0.0594900849858357,94.1333333333333,5.6,13.671388101983,12,3,39.2592592592593
10006840,"The University of Birmingham","2016-2017",1985,1640,3625,34835,1825,8210,1.21036585365854,0.826196473551637,54.7586206896552,45.2413793103448,17.5491183879093,24,5,44.2682926829268
10000712,"University College Birmingham","2016-2017",290,15,300,4935,850,1355,19.3333333333333,0.0517241379310345,96.6666666666667,5,17.0172413793103,27,17,4.44444444444444
10007811,"Bishop Grosseteste University","2016-2017",90,10,95,2225,5,10,9,0.111111111111111,94.7368421052632,10.5263157894737,24.7222222222222,0,0,18.5185185185185
10006841,"The University of Bolton","2016-2017",320,30,345,6425,175,480,10.6666666666667,0.09375,92.7536231884058,8.69565217391304,20.078125,7,3,7.52688172043011
10000385,"The Arts University Bournemouth","2016-2017",350,10,365,3315,210,530,35,0.0285714285714286,95.8904109589041,2.73972602739726,9.47142857142857,16,6,3.79746835443038
10000824,"Bournemouth University","2016-2017",850,105,960,20200,1000,2625,8.09523809523809,0.123529411764706,88.5416666666667,10.9375,23.7647058823529,13,5,8.60215053763441
10007785,"The University of Bradford","2016-2017",515,70,590,10960,535,1605,7.35714285714286,0.135922330097087,87.2881355932203,11.864406779661,21.2815533980583,15,5,8.84955752212389
10000886,"The University of Brighton","2016-2017",1170,575,1740,21655,1115,2805,2.03478260869565,0.491452991452991,67.2413793103448,33.0459770114943,18.508547008547,13,5,21.8543046357616
10000936,"The University College of Osteopathy","2016-2017",100,0,100,470,40,60,Inf,0,100,0,4.7,13,9,8.33333333333333
10007786,"The University of Bristol","2016-2017",2550,630,3175,23590,1210,5285,4.04761904761905,0.247058823529412,80.3149606299213,19.8425196850394,9.25098039215686,22,5,12.5173852573018
10000961,"Brunel University London","2016-2017",590,545,1135,13130,740,3490,1.08256880733945,0.923728813559322,51.9823788546256,48.0176211453744,22.2542372881356,27,6,41.06463878327
10000975,"Buckinghamshire New University","2016-2017",335,120,460,8870,680,770,2.79166666666667,0.358208955223881,72.8260869565217,26.0869565217391,26.4776119402985,9,8,46.6019417475728
10007787,"The University of Buckingham","2016-2017",145,20,165,2520,135,945,7.25,0.137931034482759,87.8787878787879,12.1212121212121,17.3793103448276,38,5,NA
10007788,"The University of Cambridge","2016-2017",3795,2170,5965,19955,2560,6750,1.74884792626728,0.571805006587615,63.6211232187762,36.3788767812238,5.25823451910408,34,13,43.9641109298532
10003324,"The Institute of Cancer Research","2016-2017",280,385,665,275,15,25,0.727272727272727,1.375,42.1052631578947,57.8947368421053,0.982142857142857,9,5,55.1470588235294
10001143,"Canterbury Christ Church University","2016-2017",665,140,800,15200,510,730,4.75,0.210526315789474,83.125,17.5,22.8571428571429,5,3,9.39597315436242
10007814,"Cardiff University","2016-2017",2485,980,3465,31595,1455,7520,2.53571428571429,0.394366197183099,71.7171717171717,28.2828282828283,12.7142857142857,24,5,28.0882352941176
10007854,"Cardiff Metropolitan University","2016-2017",680,60,740,10995,335,1780,11.3333333333333,0.0882352941176471,91.8918918918919,8.10810810810811,16.1691176470588,16,3,10.3896103896104
10007141,"The University of Central Lancashire","2016-2017",1065,340,1405,24160,605,2480,3.13235294117647,0.31924882629108,75.8007117437722,24.1992882562278,22.6854460093897,10,3,11.9883040935673
10007848,"University of Chester","2016-2017",415,215,630,15325,190,885,1.93023255813953,0.518072289156627,65.8730158730159,34.1269841269841,36.9277108433735,6,1,18.6046511627907
10007137,"The University of Chichester","2016-2017",380,180,560,5540,80,170,2.11111111111111,0.473684210526316,67.8571428571429,32.1428571428571,14.5789473684211,3,1,28.4313725490196
10001478,"City, University of London","2016-2017",1015,1090,2105,19405,2170,7560,0.931192660550459,1.07389162561576,48.2185273159145,51.7814726840855,19.1182266009852,39,11,13.4285714285714
10001653,"Conservatoire for Dance and Drama","2016-2017",240,30,270,1375,170,460,8,0.125,88.8888888888889,11.1111111111111,5.72916666666667,33,12,11.5384615384615
10007761,"Courtauld Institute of Art","2016-2017",35,10,40,495,75,180,3.5,0.285714285714286,87.5,25,14.1428571428571,36,15,56.25
10001726,"Coventry University","2016-2017",1725,680,2400,31690,2805,10700,2.53676470588235,0.394202898550725,71.875,28.3333333333333,18.3710144927536,34,9,23.5294117647059
10007822,"Cranfield University","2016-2017",525,155,680,3935,960,1975,3.38709677419355,0.295238095238095,77.2058823529412,22.7941176470588,7.4952380952381,50,24,26.7123287671233
10006427,"University for the Creative Arts","2016-2017",360,20,380,6180,370,780,18,0.0555555555555556,94.7368421052632,5.26315789473684,17.1666666666667,13,6,11.3636363636364
10007842,"University of Cumbria","2016-2017",370,150,515,8635,200,285,2.46666666666667,0.405405405405405,71.8446601941748,29.126213592233,23.3378378378378,3,2,26.9230769230769
10001883,"De Montfort University","2016-2017",1190,210,1395,23205,750,3665,5.66666666666667,0.176470588235294,85.3046594982079,15.0537634408602,19.5,16,3,11.9266055045872
10007851,"University of Derby","2016-2017",1235,75,1310,17585,680,1350,16.4666666666667,0.0607287449392713,94.2748091603053,5.72519083969466,14.2388663967611,8,4,6.38297872340426
10007852,"The University of Dundee","2016-2017",1035,390,1425,15390,915,2235,2.65384615384615,0.376811594202899,72.6315789473684,27.3684210526316,14.8695652173913,15,6,21.4532871972318
10007143,"University of Durham","2016-2017",1160,545,1700,18385,1095,5055,2.12844036697248,0.469827586206897,68.2352941176471,32.0588235294118,15.8491379310345,27,6,37.6623376623377
10007789,"The University of East Anglia","2016-2017",1045,755,1800,17195,855,3945,1.3841059602649,0.722488038277512,58.0555555555556,41.9444444444444,16.4545454545455,23,5,38.3838383838384
10007144,"The University of East London","2016-2017",635,280,920,13215,445,1195,2.26785714285714,0.440944881889764,69.0217391304348,30.4347826086957,20.8110236220472,9,3,34.4086021505376
10007823,"Edge Hill University","2016-2017",560,460,1020,15220,100,240,1.21739130434783,0.821428571428571,54.9019607843137,45.0980392156863,27.1785714285714,2,1,35.4497354497354
10007772,"Edinburgh Napier University","2016-2017",780,135,915,12910,1545,2460,5.77777777777778,0.173076923076923,85.2459016393443,14.7540983606557,16.5512820512821,19,12,25.2808988764045
10007790,"The University of Edinburgh","2016-2017",2970,1680,4650,31910,3635,11490,1.76785714285714,0.565656565656566,63.8709677419355,36.1290322580645,10.7441077441077,36,11,50.3559870550162
10007791,"The University of Essex","2016-2017",765,425,1195,14585,1820,4410,1.8,0.555555555555556,64.0167364016736,35.5648535564854,19.0653594771242,30,12,27.6666666666667
10007792,"The University of Exeter","2016-2017",1275,785,2055,23175,1490,5880,1.62420382165605,0.615686274509804,62.043795620438,38.1995133819951,18.1764705882353,25,6,42.5383542538354
10008640,"Falmouth University","2016-2017",290,10,300,5385,240,520,29,0.0344827586206897,96.6666666666667,3.33333333333333,18.5689655172414,10,4,5.26315789473684
10004511,"The National Film and Television School","2016-2017",20,0,20,275,55,90,Inf,0,100,0,13.75,33,20,28.5714285714286
10007762,"Glasgow Caledonian University","2016-2017",670,120,790,16415,765,2020,5.58333333333333,0.17910447761194,84.8101265822785,15.1898734177215,24.5,12,5,14.5569620253165
10002681,"Glasgow School of Art","2016-2017",205,15,215,2195,320,755,13.6666666666667,0.0731707317073171,95.3488372093023,6.97674418604651,10.7073170731707,34,15,11.1111111111111
10007794,"The University of Glasgow","2016-2017",2825,1015,3840,28615,3175,8235,2.78325123152709,0.35929203539823,73.5677083333333,26.4322916666667,10.129203539823,29,11,39.6764985727878
10007145,"University of Gloucestershire","2016-2017",410,245,655,8505,110,475,1.6734693877551,0.597560975609756,62.5954198473283,37.4045801526718,20.7439024390244,6,1,30.3703703703704
10007833,"Glyndŵr University","2016-2017",195,35,230,6415,740,995,5.57142857142857,0.179487179487179,84.7826086956522,15.2173913043478,32.8974358974359,16,12,4.8780487804878
10002718,"Goldsmiths College","2016-2017",715,315,1030,9345,850,2315,2.26984126984127,0.440559440559441,69.4174757281553,30.5825242718447,13.0699300699301,25,9,45.2991452991453
10007146,"The University of Greenwich","2016-2017",820,400,1215,19915,1340,3690,2.05,0.48780487804878,67.4897119341564,32.9218106995885,24.2865853658537,19,7,8.90052356020942
10007825,"Guildhall School of Music and Drama","2016-2017",535,145,680,1035,170,350,3.68965517241379,0.271028037383178,78.6764705882353,21.3235294117647,1.93457943925234,34,16,15.8536585365854
10040812,"Harper Adams University","2016-2017",155,10,160,5410,70,220,15.5,0.0645161290322581,96.875,6.25,34.9032258064516,4,1,15.2173913043478
10007764,"Heriot-Watt University","2016-2017",615,225,840,10500,970,3090,2.73333333333333,0.365853658536585,73.2142857142857,26.7857142857143,17.0731707317073,29,9,28.3236994219653
10007147,"University of Hertfordshire","2016-2017",1580,145,1720,24580,825,3620,10.8965517241379,0.0917721518987342,91.8604651162791,8.43023255813953,15.5569620253165,15,3,7.33496332518337
10007765,"Heythrop College","2016-2017",35,25,60,425,10,40,1.4,0.714285714285714,58.3333333333333,41.6666666666667,12.1428571428571,9,2,NA
10007148,"The University of Huddersfield","2016-2017",795,105,895,18280,670,2970,7.57142857142857,0.132075471698113,88.8268156424581,11.731843575419,22.9937106918239,16,4,11.2299465240642
10007149,"The University of Hull","2016-2017",835,200,1035,16530,710,2300,4.175,0.239520958083832,80.6763285024155,19.3236714975845,19.7964071856287,14,4,23.0769230769231
10003270,"Imperial College of Science, Technology and Medicine","2016-2017",2050,2280,4330,17690,2870,8895,0.899122807017544,1.11219512195122,47.3441108545035,52.6558891454965,8.62926829268293,50,16,51.5765765765766
10007767,"Keele University","2016-2017",625,185,810,10600,205,1235,3.37837837837838,0.296,77.1604938271605,22.8395061728395,16.96,12,2,20.2380952380952
10007150,"The University of Kent","2016-2017",835,590,1425,20220,1830,4810,1.41525423728814,0.706586826347305,58.5964912280702,41.4035087719298,24.2155688622755,24,9,36.2369337979094
10003645,"King's College London","2016-2017",2050,2790,4840,30565,3740,9990,0.734767025089606,1.3609756097561,42.3553719008264,57.6446280991736,14.909756097561,33,12,56.7804024496938
10003678,"Kingston University","2016-2017",990,120,1110,19470,1065,3315,8.25,0.121212121212121,89.1891891891892,10.8108108108108,19.6666666666667,17,5,6.282722513089
10007768,"The University of Lancaster","2016-2017",975,960,1930,13615,1410,4600,1.015625,0.984615384615385,50.5181347150259,49.740932642487,13.9641025641026,34,10,34.5982142857143
10003854,"Leeds Arts University","2016-2017",145,20,165,1425,25,90,7.25,0.137931034482759,87.8787878787879,12.1212121212121,9.82758620689655,6,2,5.88235294117647
10003861,"Leeds Beckett University","2016-2017",950,485,1435,24885,475,1560,1.95876288659794,0.510526315789474,66.2020905923345,33.7979094076655,26.1947368421053,6,2,19.0972222222222
10007795,"The University of Leeds","2016-2017",2460,1025,3485,33300,1450,7530,2.4,0.416666666666667,70.5882352941177,29.4117647058824,13.5365853658537,23,4,25.3989361702128
10003863,"Leeds Trinity University","2016-2017",155,25,180,3625,35,50,6.2,0.161290322580645,86.1111111111111,13.8888888888889,23.3870967741935,1,1,2.4390243902439
10007796,"The University of Leicester","2016-2017",1300,345,1645,16800,685,4080,3.76811594202899,0.265384615384615,79.0273556231003,20.9726443768997,12.9230769230769,24,4,25.9818731117825
10007151,"The University of Lincoln","2016-2017",760,440,1205,14105,235,1310,1.72727272727273,0.578947368421053,63.0705394190871,36.5145228215768,18.5592105263158,9,2,9.6085409252669
10003956,"Liverpool Hope University","2016-2017",265,35,295,5240,95,165,7.57142857142857,0.132075471698113,89.8305084745763,11.864406779661,19.7735849056604,3,2,11.9402985074627
10003957,"Liverpool John Moores University","2016-2017",1065,370,1435,22445,380,1575,2.87837837837838,0.347417840375587,74.2160278745645,25.7839721254355,21.075117370892,7,2,25.7396449704142
10003945,"The Liverpool Institute for Performing Arts","2016-2017",60,10,75,745,20,165,6,0.166666666666667,80,13.3333333333333,12.4166666666667,22,3,5
10006842,"The University of Liverpool","2016-2017",1785,1050,2835,27070,830,7485,1.7,0.588235294117647,62.962962962963,37.037037037037,15.1652661064426,28,3,36.8167202572347
10003958,"Liverpool School of Tropical Medicine","2016-2017",65,135,200,430,35,165,0.481481481481481,2.07692307692308,32.5,67.5,6.61538461538461,38,8,54
10007162,"University of the Arts, London","2016-2017",1035,2235,3275,18290,2370,8550,0.463087248322148,2.15942028985507,31.6030534351145,68.2442748091603,17.6714975845411,47,13,62.125340599455
10007769,"London Business School","2016-2017",110,5,110,2060,355,1490,22,0.0454545454545455,100,4.54545454545455,18.7272727272727,72,17,4.54545454545455
10007797,"University of London (Institutes and activities)","2016-2017",45,50,95,210,40,85,0.9,1.11111111111111,47.3684210526316,52.6315789473684,4.66666666666667,40,19,26.6666666666667
10004048,"London Metropolitan University","2016-2017",415,20,435,12145,860,1230,20.75,0.0481927710843374,95.4022988505747,4.59770114942529,29.2650602409639,10,7,4.25531914893617
10004078,"London South Bank University","2016-2017",640,470,1110,17985,615,1795,1.36170212765957,0.734375,57.6576576576577,42.3423423423423,28.1015625,10,3,45.6066945606695
10004063,"London School of Economics and Political Science","2016-2017",780,930,1705,11210,1975,7545,0.838709677419355,1.19230769230769,45.7478005865103,54.5454545454545,14.3717948717949,67,18,59.0163934426229
10007771,"London School of Hygiene and Tropical Medicine","2016-2017",285,555,840,1345,110,645,0.513513513513513,1.94736842105263,33.9285714285714,66.0714285714286,4.71929824561404,48,8,72.0183486238532
10004113,"Loughborough University","2016-2017",1005,530,1535,17130,875,3580,1.89622641509434,0.527363184079602,65.4723127035831,34.5276872964169,17.044776119403,21,5,28.3018867924528
10004180,"The Manchester Metropolitan University","2016-2017",1525,1030,2555,33010,1075,2390,1.48058252427184,0.675409836065574,59.6868884540117,40.3131115459883,21.6459016393443,7,3,29.0948275862069
10007798,"The University of Manchester","2016-2017",2635,2560,5195,40490,2595,13510,1.029296875,0.971537001897533,50.7218479307026,49.2781520692974,15.3662239089184,33,6,42.9924242424242
10004351,"Middlesex University","2016-2017",880,165,1040,19505,1740,4555,5.33333333333333,0.1875,84.6153846153846,15.8653846153846,22.1647727272727,23,9,9.62566844919786
10007799,"Newcastle University","2016-2017",1655,1255,2910,24980,1205,6395,1.31872509960159,0.758308157099698,56.872852233677,43.127147766323,15.0936555891239,26,5,32.013201320132
10007832,"Newman University","2016-2017",155,10,165,2830,15,35,15.5,0.0645161290322581,93.9393939393939,6.06060606060606,18.258064516129,1,1,10.7142857142857
10007138,"The University of Northampton","2016-2017",535,215,755,12850,405,1605,2.48837209302326,0.401869158878505,70.8609271523179,28.476821192053,24.018691588785,12,3,31.3953488372093
10001282,"University of Northumbria at Newcastle","2016-2017",1220,160,1385,26675,630,3375,7.625,0.131147540983607,88.086642599278,11.5523465703971,21.8647540983607,13,2,13.3720930232558
10004775,"Norwich University of the Arts","2016-2017",175,30,200,2180,65,150,5.83333333333333,0.171428571428571,87.5,15,12.4571428571429,7,3,10.4166666666667
10007154,"University of Nottingham","2016-2017",2380,1040,3420,32515,1630,7275,2.28846153846154,0.436974789915966,69.5906432748538,30.4093567251462,13.6617647058824,22,5,29.8022598870057
10004797,"The Nottingham Trent University","2016-2017",1760,115,1875,29370,855,3935,15.304347826087,0.0653409090909091,93.8666666666667,6.13333333333333,16.6875,13,3,8.04597701149425
10007773,"The Open University","2016-2017",855,4400,5255,121620,175,225,0.194318181818182,5.14619883040936,16.2702188392008,83.7297811607992,142.245614035088,0,0,80.5172413793103
10004930,"Oxford Brookes University","2016-2017",1180,140,1320,17805,1020,3200,8.42857142857143,0.11864406779661,89.3939393939394,10.6060606060606,15.0889830508475,18,6,11.4649681528662
10007774,"The University of Oxford","2016-2017",2260,4505,6770,24650,2700,8255,0.501664816870144,1.99336283185841,33.3825701624815,66.5435745937962,10.9070796460177,33,11,66.2347012239021
10005127,"Arts University Plymouth","2016-2017",135,5,135,1315,30,40,27,0.037037037037037,100,3.7037037037037,9.74074074074074,3,2,12.5
10007801,"University of Plymouth","2016-2017",935,410,1345,21645,660,2090,2.28048780487805,0.438502673796791,69.5167286245353,30.4832713754647,23.1497326203209,10,3,34.8623853211009
10007155,"The University of Portsmouth","2016-2017",1160,500,1660,23505,1015,3830,2.32,0.431034482758621,69.8795180722892,30.1204819277108,20.2629310344828,16,4,33.8935574229692
10005337,"Queen Margaret University, Edinburgh","2016-2017",190,65,250,5210,780,1110,2.92307692307692,0.342105263157895,76,26,27.4210526315789,21,15,28.3333333333333
10007775,"Queen Mary University of London","2016-2017",1525,860,2385,18890,1835,5965,1.77325581395349,0.563934426229508,63.9412997903564,36.0587002096436,12.3868852459016,32,10,57.8787878787879
10005389,"Ravensbourne University London","2016-2017",90,125,215,2280,105,220,0.72,1.38888888888889,41.8604651162791,58.1395348837209,25.3333333333333,10,5,60
10007802,"The University of Reading","2016-2017",955,745,1700,15840,1005,4115,1.28187919463087,0.780104712041885,56.1764705882353,43.8235294117647,16.586387434555,26,6,39.0532544378698
10005500,"Robert Gordon University","2016-2017",500,180,680,12530,1120,2250,2.77777777777778,0.36,73.5294117647059,26.4705882352941,25.06,18,9,17.96875
10007776,"Roehampton University","2016-2017",505,40,545,10205,410,1055,12.625,0.0792079207920792,92.6605504587156,7.3394495412844,20.2079207920792,10,4,6
10005523,"Rose Bruford College of Theatre and Performance","2016-2017",50,25,75,730,40,105,2,0.5,66.6666666666667,33.3333333333333,14.6,14,5,61.9047619047619
10007835,"Royal Academy of Music","2016-2017",225,70,295,820,165,360,3.21428571428571,0.311111111111111,76.271186440678,23.728813559322,3.64444444444444,44,20,10
10005545,"Royal Agricultural University","2016-2017",60,5,65,1280,50,155,12,0.0833333333333333,92.3076923076923,7.69230769230769,21.3333333333333,12,4,15.3846153846154
10007777,"Royal College of Art","2016-2017",140,30,170,1855,450,1105,4.66666666666667,0.214285714285714,82.3529411764706,17.6470588235294,13.25,60,24,13.1578947368421
10007778,"Royal College of Music","2016-2017",270,20,290,810,155,380,13.5,0.0740740740740741,93.1034482758621,6.89655172413793,3,47,19,8.7719298245614
10005561,"Royal Conservatoire of Scotland","2016-2017",355,20,375,1155,135,320,17.75,0.0563380281690141,94.6666666666667,5.33333333333333,3.25352112676056,28,12,10.4477611940298
10007816,"The Royal Central School of Speech and Drama","2016-2017",60,15,75,1100,100,290,4,0.25,80,20,18.3333333333333,26,9,23.5294117647059
10005553,"Royal Holloway and Bedford New College","2016-2017",685,540,1230,10325,875,2905,1.26851851851852,0.788321167883212,55.6910569105691,43.9024390243902,15.0729927007299,28,8,39.9141630901288
10007837,"Royal Northern College of Music","2016-2017",325,5,330,955,85,275,65,0.0153846153846154,98.4848484848485,1.51515151515152,2.93846153846154,29,9,3.2258064516129
10007779,"The Royal Veterinary College","2016-2017",185,105,295,2375,80,370,1.76190476190476,0.567567567567568,62.7118644067797,35.5932203389831,12.8378378378378,16,3,28.3333333333333
10007803,"The University of St. Andrews","2016-2017",700,465,1165,10330,1210,4695,1.50537634408602,0.664285714285714,60.0858369098712,39.9141630901288,14.7571428571429,45,12,38.3763837638376
10007782,"St George's, University of London","2016-2017",305,145,450,4855,80,420,2.10344827586207,0.475409836065574,67.7777777777778,32.2222222222222,15.9180327868852,9,2,32.2916666666667
10008026,"St Mary's University College","2016-2017",40,20,60,990,15,15,2,0.5,66.6666666666667,33.3333333333333,24.75,2,2,41.6666666666667
10007843,"St Mary's University, Twickenham","2016-2017",280,195,470,5535,215,350,1.43589743589744,0.696428571428571,59.5744680851064,41.4893617021277,19.7678571428571,6,4,36.6666666666667
10007156,"The University of Salford","2016-2017",880,120,995,19995,830,2290,7.33333333333333,0.136363636363636,88.4422110552764,12.0603015075377,22.7215909090909,11,4,11.7370892018779
10007780,"SOAS University of London","2016-2017",410,375,790,6360,890,2665,1.09333333333333,0.914634146341463,51.8987341772152,47.4683544303797,15.5121951219512,42,14,39.8058252427184
10005700,"SRUC","2016-2017",275,40,315,1620,70,80,6.875,0.145454545454545,87.3015873015873,12.6984126984127,5.89090909090909,5,4,10.2272727272727
10005790,"Sheffield Hallam University","2016-2017",1905,95,2005,30815,450,2715,20.0526315789474,0.0498687664041995,95.0124688279302,4.73815461346633,16.1758530183727,9,1,9.06921241050119
10007157,"The University of Sheffield","2016-2017",2105,1165,3270,28715,1415,8225,1.8068669527897,0.553444180522565,64.3730886850153,35.6269113149847,13.6413301662708,29,5,34.0720221606648
10006022,"Solent University","2016-2017",630,120,745,11060,1210,1815,5.25,0.19047619047619,84.5637583892617,16.1073825503356,17.5555555555556,16,11,12.1739130434783
10007158,"The University of Southampton","2016-2017",1875,1160,3030,25180,1830,7110,1.61637931034483,0.618666666666667,61.8811881188119,38.2838283828383,13.4293333333333,28,7,35.9615384615385
10006299,"Staffordshire University","2016-2017",555,340,895,14910,345,725,1.63235294117647,0.612612612612613,62.0111731843575,37.9888268156425,26.8648648648649,5,2,35.9605911330049
10007804,"The University of Stirling","2016-2017",610,305,915,12065,975,2460,2,0.5,66.6666666666667,33.3333333333333,19.7786885245902,20,8,32.3232323232323
10037449,"University of St Mark and St John","2016-2017",90,10,100,2415,60,85,9,0.111111111111111,90,10,26.8333333333333,4,2,16.6666666666667
10008010,"Stranmillis University College","2016-2017",45,10,55,1475,20,20,4.5,0.222222222222222,81.8181818181818,18.1818181818182,32.7777777777778,1,1,42.8571428571429
10007805,"The University of Strathclyde","2016-2017",1005,575,1580,22955,1680,4190,1.74782608695652,0.572139303482587,63.6075949367089,36.3924050632911,22.8407960199005,18,7,31.0880829015544
10014001,"University of Suffolk","2016-2017",190,10,200,5080,105,135,19,0.0526315789473684,95,5,26.7368421052632,3,2,12.7272727272727
10007159,"The University of Sunderland","2016-2017",490,290,780,13020,860,2700,1.68965517241379,0.591836734693878,62.8205128205128,37.1794871794872,26.5714285714286,21,7,9.05172413793103
10007160,"The University of Surrey","2016-2017",935,490,1425,16065,1390,4480,1.90816326530612,0.524064171122995,65.6140350877193,34.3859649122807,17.1818181818182,28,9,34.2507645259939
10007806,"The University of Sussex","2016-2017",1180,685,1865,16685,1230,5460,1.72262773722628,0.580508474576271,63.2707774798928,36.7292225201072,14.1398305084746,33,7,39.7674418604651
10007855,"Swansea University","2016-2017",975,445,1425,19160,795,3510,2.19101123595506,0.456410256410256,68.4210526315789,31.2280701754386,19.6512820512821,18,4,27.893175074184
10007161,"Teesside University","2016-2017",615,115,730,18555,265,945,5.34782608695652,0.186991869918699,84.2465753424658,15.7534246575342,30.1707317073171,5,1,12.4260355029586
10008017,"Trinity Laban Conservatoire of Music and Dance","2016-2017",325,45,370,1015,160,250,7.22222222222222,0.138461538461538,87.8378378378378,12.1621621621622,3.12307692307692,25,16,5.68181818181818
10007858,"University of Wales Trinity Saint David","2016-2017",655,90,745,9755,255,610,7.27777777777778,0.137404580152672,87.9194630872483,12.0805369127517,14.8931297709924,6,3,35.031847133758
10007114,"University of the Highlands and Islands","2016-2017",35,5,40,8720,205,300,7,0.142857142857143,87.5,12.5,249.142857142857,3,2,21.0526315789474
10007807,"Ulster University","2016-2017",820,440,1260,24640,1510,2195,1.86363636363636,0.536585365853659,65.0793650793651,34.9206349206349,30.0487804878049,9,6,39.8648648648649
10007784,"University College London","2016-2017",7070,345,7415,37905,4485,15735,20.4927536231884,0.0487977369165488,95.3472690492246,4.65273095077545,5.36138613861386,42,12,10.5894627021388
10007793,"University of South Wales","2016-2017",1680,125,1805,23465,1385,3150,13.44,0.0744047619047619,93.0747922437673,6.92520775623269,13.9672619047619,13,6,7.87172011661808
10008574,"The University of Wales (central functions)","2016-2017",40,5,45,5,0,0,8,0.125,88.8888888888889,11.1111111111111,0.125,0,0,NA
10007163,"The University of Warwick","2016-2017",1460,1395,2855,25045,2320,8455,1.04659498207885,0.955479452054795,51.138353765324,48.861646234676,17.1541095890411,34,9,43.5126582278481
